case	comparison	jaccard-almanac-genes
ACH-000171	ACH-000100	0.944444444
ACH-000171	ACH-000102	0.941176471
ACH-000171	ACH-000103	0.941176471
ACH-000171	ACH-000107	1
ACH-000171	ACH-000109	0.529411765
ACH-000171	ACH-000111	0.9375
ACH-000171	ACH-000114	0.882352941
ACH-000171	ACH-000115	0.85
ACH-000171	ACH-000117	0.863636364
ACH-000171	ACH-000121	0.666666667
ACH-000171	ACH-000129	1
ACH-000171	ACH-000132	0.818181818
ACH-000171	ACH-000138	0.761904762
ACH-000171	ACH-000139	0.954545455
ACH-000171	ACH-000142	0.894736842
ACH-000171	ACH-000144	0.789473684
ACH-000171	ACH-000145	0.875
ACH-000171	ACH-000147	0.875
ACH-000171	ACH-000148	0.875
ACH-000171	ACH-000149	0.952380952
ACH-000171	ACH-000159	0.894736842
ACH-000171	ACH-000161	0.714285714
ACH-000171	ACH-000171	0
ACH-000171	ACH-000174	0.888888889
ACH-000171	ACH-000176	0.736842105
ACH-000171	ACH-000181	0.941176471
ACH-000174	ACH-000001	0.866666667
ACH-000174	ACH-000007	0.928571429
ACH-000174	ACH-000008	0.909090909
ACH-000174	ACH-000009	0.692307692
ACH-000174	ACH-000012	0.9
ACH-000174	ACH-000015	0.933333333
ACH-000174	ACH-000023	0.75
ACH-000174	ACH-000030	0.888888889
ACH-000174	ACH-000035	0.692307692
ACH-000174	ACH-000040	0.75
ACH-000174	ACH-000042	0.882352941
ACH-000174	ACH-000047	0.888888889
ACH-000174	ACH-000052	0.818181818
ACH-000174	ACH-000055	0.909090909
ACH-000174	ACH-000062	0.857142857
ACH-000174	ACH-000067	0.777777778
ACH-000174	ACH-000078	1
ACH-000174	ACH-000082	0.785714286
ACH-000174	ACH-000087	0.75
ACH-000174	ACH-000092	0.9
ACH-000174	ACH-000094	0.666666667
ACH-000174	ACH-000098	0.8
ACH-000174	ACH-000099	1
ACH-000174	ACH-000100	0.714285714
ACH-000174	ACH-000102	0.857142857
ACH-000174	ACH-000103	0.857142857
ACH-000174	ACH-000107	0.875
ACH-000174	ACH-000109	0.846153846
ACH-000174	ACH-000111	0.833333333
ACH-000174	ACH-000114	0.5
ACH-000174	ACH-000115	0.916666667
ACH-000174	ACH-000117	0.75
ACH-000174	ACH-000121	0.833333333
ACH-000174	ACH-000129	1
ACH-000174	ACH-000132	0.769230769
ACH-000174	ACH-000138	0.857142857
ACH-000174	ACH-000139	0.818181818
ACH-000174	ACH-000142	0.428571429
ACH-000174	ACH-000144	0.7
ACH-000174	ACH-000145	0.666666667
ACH-000174	ACH-000147	0.857142857
ACH-000174	ACH-000148	0.666666667
ACH-000174	ACH-000149	1
ACH-000174	ACH-000159	0.777777778
ACH-000174	ACH-000161	0.866666667
ACH-000174	ACH-000171	0.888888889
ACH-000174	ACH-000174	0
ACH-000174	ACH-000176	0.6
ACH-000174	ACH-000181	0.857142857
ACH-000176	ACH-000001	0.894736842
ACH-000176	ACH-000007	0.882352941
ACH-000176	ACH-000008	0.769230769
ACH-000176	ACH-000009	0.764705882
ACH-000176	ACH-000012	0.846153846
ACH-000176	ACH-000015	0.888888889
ACH-000176	ACH-000023	0.923076923
ACH-000176	ACH-000030	0.833333333
ACH-000176	ACH-000035	0.6875
ACH-000176	ACH-000040	0.833333333
ACH-000176	ACH-000042	0.954545455
ACH-000176	ACH-000047	0.923076923
ACH-000176	ACH-000052	0.785714286
ACH-000176	ACH-000055	0.666666667
ACH-000176	ACH-000062	0.909090909
ACH-000176	ACH-000067	0.75
ACH-000176	ACH-000078	1
ACH-000176	ACH-000082	0.764705882
ACH-000176	ACH-000087	0.833333333
ACH-000176	ACH-000092	0.928571429
ACH-000176	ACH-000094	0.75
ACH-000176	ACH-000098	0.666666667
ACH-000176	ACH-000099	1
ACH-000176	ACH-000100	0.818181818
ACH-000176	ACH-000102	0.909090909
ACH-000176	ACH-000103	0.909090909
ACH-000176	ACH-000107	1
ACH-000176	ACH-000109	0.538461538
ACH-000176	ACH-000111	0.9
ACH-000176	ACH-000114	0.7
ACH-000176	ACH-000115	0.9375
ACH-000176	ACH-000117	0.733333333
ACH-000176	ACH-000121	0.8
ACH-000176	ACH-000129	0.916666667
ACH-000176	ACH-000132	0.666666667
ACH-000176	ACH-000138	0.947368421
ACH-000176	ACH-000139	0.866666667
ACH-000176	ACH-000142	0.5
ACH-000176	ACH-000144	0.785714286
ACH-000176	ACH-000145	0.8
ACH-000176	ACH-000147	0.8
ACH-000176	ACH-000148	0.8
ACH-000176	ACH-000149	1
ACH-000176	ACH-000159	0.75
ACH-000176	ACH-000161	0.894736842
ACH-000176	ACH-000171	0.736842105
ACH-000176	ACH-000174	0.6
ACH-000176	ACH-000176	0
ACH-000176	ACH-000181	0.909090909
ACH-000181	ACH-000001	1
ACH-000181	ACH-000007	1
ACH-000181	ACH-000008	0.888888889
ACH-000181	ACH-000009	0.928571429
ACH-000181	ACH-000012	1
ACH-000181	ACH-000015	1
ACH-000181	ACH-000023	1
ACH-000181	ACH-000030	1
ACH-000181	ACH-000035	0.928571429
ACH-000181	ACH-000040	0.857142857
ACH-000181	ACH-000042	1
ACH-000181	ACH-000047	1
ACH-000181	ACH-000052	0.9
ACH-000181	ACH-000055	1
ACH-000181	ACH-000062	1
ACH-000181	ACH-000067	0.875
ACH-000181	ACH-000078	1
ACH-000181	ACH-000082	0.928571429
ACH-000181	ACH-000087	0.857142857
ACH-000181	ACH-000092	0.875
ACH-000181	ACH-000094	0.923076923
ACH-000181	ACH-000098	0.888888889
ACH-000181	ACH-000099	1
ACH-000181	ACH-000100	1
ACH-000181	ACH-000102	1
ACH-000181	ACH-000103	1
ACH-000181	ACH-000107	1
ACH-000181	ACH-000109	0.916666667
ACH-000181	ACH-000111	1
ACH-000181	ACH-000114	0.833333333
ACH-000181	ACH-000115	1
ACH-000181	ACH-000117	0.916666667
ACH-000181	ACH-000121	0.8
ACH-000181	ACH-000129	1
ACH-000181	ACH-000132	0.923076923
ACH-000181	ACH-000138	1
ACH-000181	ACH-000139	0.9
ACH-000181	ACH-000142	0.875
ACH-000181	ACH-000144	0.9
ACH-000181	ACH-000145	0.8
ACH-000181	ACH-000147	1
ACH-000181	ACH-000148	0.8
ACH-000181	ACH-000149	1
ACH-000181	ACH-000159	0.875
ACH-000181	ACH-000161	0.928571429
ACH-000181	ACH-000171	0.941176471
ACH-000181	ACH-000174	0.857142857
ACH-000181	ACH-000176	0.909090909
ACH-000181	ACH-000181	0
